Year,Ceremony,Award,Winner,Name,Film
2011,84,Makeup,,Nick Dudman; Amanda Knight; Lisa Tomblin,Harry Potter and the Deathly Hallows Part 2
2011,84,Makeup,1,Mark Coulier; J. Roy Helland,The Iron Lady 
2011,84,Music (Original Score),,John Williams,The Adventures of Tintin 
2011,84,Music (Original Score),1,Ludovic Bource,The Artist 
2011,84,Music (Original Score),,Howard Shore,Hugo 
2011,84,Music (Original Score),,Alberto Iglesias,Tinker Tailor Soldier Spy 
2011,84,Music (Original Score),,John Williams,War Horse 
2011,84,Music (Original Song),1,"Bret McKenzie: Music, Lyrics","The Muppets: ""Man Or Muppet"""
2011,84,Music (Original Song),,Sergio Mendes: Music; Carlinhos Brown: Music; Siedah Garrett: Lyrics,"Rio: ""Real In Rio"""
2011,84,Best Picture,1,Thomas Langmann: Producer,The Artist 
2011,84,Best Picture,,Jim Burke: Producer; Alexander Payne: Producer; Jim Taylor: Producer,The Descendants 
2011,84,Best Picture,,Scott Rudin: Producer,Extremely Loud & Incredibly Close 
2011,84,Best Picture,,Brunson Green: Producer; Chris Columbus: Producer; Michael Barnathan: Producer,The Help 
2011,84,Best Picture,,Graham King: Producer; Martin Scorsese: Producer,Hugo 
2011,84,Best Picture,,Letty Aronson: Producer; Stephen Tenenbaum: Producer,Midnight in Paris 
2011,84,Best Picture,,Michael De Luca: Producer; Rachael Horovitz: Producer; Brad Pitt: Producer,Moneyball 
2011,84,Best Picture,,Sarah Green: Producer; Bill Pohlad: Producer; Dede Gardner: Producer; Grant Hill: Producer,The Tree of Life 
2011,84,Best Picture,,Steven Spielberg: Producer; Kathleen Kennedy: Producer,War Horse 
2011,84,Short Film (Animated),,Patrick Doyon,Dimanche/Sunday 
2011,84,Short Film (Animated),1,William Joyce; Brandon Oldenburg,The Fantastic Flying Books of Mr. Morris Lessmore 
2011,84,Short Film (Animated),,Enrico Casarosa,La Luna 
2011,84,Short Film (Animated),,Grant Orchard; Sue Goffe,A Morning Stroll 
2011,84,Short Film (Animated),,Amanda Forbis; Wendy Tilby,Wild Life 
2011,84,Short Film (Live Action),,Peter McDonald; Eimear O'Kane,Pentecost 
2011,84,Short Film (Live Action),,Max Zähle; Stefan Gieren,Raju 
2011,84,Short Film (Live Action),1,Terry George; Oorlagh George,The Shore 
2011,84,Short Film (Live Action),,Andrew Bowler; Gigi Causey,Time Freak 
2011,84,Short Film (Live Action),,Hallvar Witzø,Tuba Atlantic 
2011,84,Sound Editing,,Lon Bender; Victor Ray Ennis,Drive 
2011,84,Sound Editing,,Ren Klyce,The Girl with the Dragon Tattoo 
2011,84,Sound Editing,1,Philip Stockton; Eugene Gearty,Hugo 
2011,84,Sound Editing,,Ethan Van der Ryn; Erik Aadahl,Transformers: Dark of the Moon 
2011,84,Sound Editing,,Richard Hymns; Gary Rydstrom,War Horse 
2011,84,Sound Mixing,,David Parker; Michael Semanick; Ren Klyce; Bo Persson,The Girl with the Dragon Tattoo 
2011,84,Sound Mixing,1,Tom Fleischman; John Midgley,Hugo 
2011,84,Sound Mixing,,Deb Adair; Ron Bochar; David Giammarco; Ed Novick,Moneyball 
2011,84,Sound Mixing,,Greg P. Russell; Gary Summers; Jeffrey J. Haboush; Peter J. Devlin,Transformers: Dark of the Moon 
2011,84,Sound Mixing,,Gary Rydstrom; Andy Nelson; Tom Johnson; Stuart Wilson,War Horse 
2011,84,Visual Effects,,Tim Burke; David Vickery; Greg Butler; John Richardson,Harry Potter and the Deathly Hallows Part 2
2011,84,Visual Effects,1,Rob Legato; Joss Williams; Ben Grossmann; Alex Henning,Hugo 
2011,84,Visual Effects,,Erik Nash; John Rosengrant; Dan Taylor; Swen Gillberg,Real Steel 
2011,84,Visual Effects,,Joe Letteri; Dan Lemmon; R. Christopher White; Daniel Barrett,Rise of the Planet of the Apes 
2011,84,Visual Effects,,Scott Farrar; Scott Benza; Matthew Butler; John Frazier,Transformers: Dark of the Moon 
2011,84,Writing (Adapted Screenplay),1,Alexander Payne: Screenplay; Nat Faxon: Screenplay; Jim Rash: Screenplay,The Descendants 
2011,84,Writing (Adapted Screenplay),,John Logan: Screenplay,Hugo 
2011,84,Writing (Adapted Screenplay),,George Clooney: Screenplay; Grant Heslov: Screenplay; Beau Willimon: Screenplay,The Ides of March 
2011,84,Writing (Adapted Screenplay),,Steven Zaillian: Screenplay; Aaron Sorkin: Screenplay; Stan Chervin: Story,Moneyball 
2011,84,Writing (Adapted Screenplay),,Bridget O'Connor: Screenplay; Peter Straughan: Screenplay,Tinker Tailor Soldier Spy 
2011,84,Writing (Original Screenplay),,Michel Hazanavicius: Written,The Artist 
2011,84,Writing (Original Screenplay),,Annie Mumolo: Written; Kristen Wiig: Written,Bridesmaids 
2011,84,Writing (Original Screenplay),,J.C. Chandor: Written,Margin Call 
2011,84,Writing (Original Screenplay),1,Woody Allen: Written,Midnight in Paris 
2011,84,Writing (Original Screenplay),,Asghar Farhadi: Written,A Separation 
2012,85,Actor in a Leading Role,,Bradley Cooper,Silver Linings Playbook
2012,85,Actor in a Leading Role,1,Daniel Day-Lewis,Lincoln
2012,85,Actor in a Leading Role,,Hugh Jackman,Les Misérables
2012,85,Actor in a Leading Role,,Joaquin Phoenix,The Master
2012,85,Actor in a Leading Role,,Denzel Washington,Flight
2012,85,Actor in a Supporting Role,,Alan Arkin,Argo
2012,85,Actor in a Supporting Role,,Robert De Niro,Silver Linings Playbook
2012,85,Actor in a Supporting Role,,Philip Seymour Hoffman,The Master
2012,85,Actor in a Supporting Role,,Tommy Lee Jones,Lincoln
2012,85,Actor in a Supporting Role,1,Christoph Waltz,Django Unchained
2012,85,Actress in a Leading Role,,Jessica Chastain,Zero Dark Thirty
2012,85,Actress in a Leading Role,1,Jennifer Lawrence,Silver Linings Playbook
2012,85,Actress in a Leading Role,,Emmanuelle Riva,Amour
2012,85,Actress in a Leading Role,,Quvenzhané Wallis,Beasts of the Southern Wild
2012,85,Actress in a Leading Role,,Naomi Watts,The Impossible
2012,85,Actress in a Supporting Role,,Amy Adams,The Master
2012,85,Actress in a Supporting Role,,Sally Field,Lincoln
2012,85,Actress in a Supporting Role,1,Anne Hathaway,Les Misérables
2012,85,Actress in a Supporting Role,,Helen Hunt,The Sessions
2012,85,Actress in a Supporting Role,,Jacki Weaver,Silver Linings Playbook
2012,85,Animated Feature Film,1,Mark Andrews; Brenda Chapman,Brave 
2012,85,Animated Feature Film,,Tim Burton,Frankenweenie 
2012,85,Animated Feature Film,,Sam Fell; Chris Butler,ParaNorman 
2012,85,Animated Feature Film,,Peter Lord,The Pirates! Band of Misfits 
2012,85,Animated Feature Film,,Rich Moore,Wreck-It Ralph 
2012,85,Cinematography,,Seamus McGarvey,Anna Karenina 
2012,85,Cinematography,,Robert Richardson,Django Unchained 
2012,85,Cinematography,1,Claudio Miranda,Life of Pi 
2012,85,Cinematography,,Janusz Kaminski,Lincoln 
2012,85,Cinematography,,Roger Deakins,Skyfall 
2012,85,Costume Design,1,Jacqueline Durran,Anna Karenina 
2012,85,Costume Design,,Paco Delgado,Les Misérables 
2012,85,Costume Design,,Joanna Johnston,Lincoln 
2012,85,Costume Design,,Eiko Ishioka,Mirror Mirror 
2012,85,Costume Design,,Colleen Atwood,Snow White and the Huntsman 
2012,85,Directing,,Michael Haneke,Amour 
2012,85,Directing,,Benh Zeitlin,Beasts of the Southern Wild 
2012,85,Directing,1,Ang Lee,Life of Pi 
2012,85,Directing,,Steven Spielberg,Lincoln 
2012,85,Directing,,David O. Russell,Silver Linings Playbook 
2012,85,Documentary (Feature),,Emad Burnat; Guy Davidi,5 Broken Cameras
2012,85,Documentary (Feature),,Dror Moreh; Philippa Kowarsky; Estelle Fialon,The Gatekeepers 
2012,85,Documentary (Feature),,David France; Howard Gertler,How to Survive a Plague 
2012,85,Documentary (Feature),,Kirby Dick; Amy Ziering,The Invisible War 
2012,85,Documentary (Feature),1,Malik Bendjelloul; Simon Chinn,Searching for Sugar Man 
2012,85,Documentary (Short Subject),1,Sean Fine; Andrea Nix Fine,Inocente 
2012,85,Documentary (Short Subject),,Sari Gilman; Jedd Wider,Kings Point 
2012,85,Documentary (Short Subject),,Cynthia Wade; Robin Honan,Mondays at Racine 
2012,85,Documentary (Short Subject),,Kief Davidson; Cori Shepherd Stern,Open Heart 
2012,85,Documentary (Short Subject),,Jon Alpert; Matthew O'Neill,Redemption 
2012,85,Film Editing,1,William Goldenberg,Argo 
2012,85,Film Editing,,Tim Squyres,Life of Pi 
2012,85,Film Editing,,Michael Kahn,Lincoln 
2012,85,Film Editing,,Jay Cassidy; Crispin Struthers,Silver Linings Playbook 
2012,85,Film Editing,,Dylan Tichenor; William Goldenberg,Zero Dark Thirty 
2012,85,Foreign Language Film,1,Austria,Amour 
2012,85,Foreign Language Film,,Norway,Kon-Tiki 
2012,85,Foreign Language Film,,Chile,No 
2012,85,Foreign Language Film,,Denmark,A Royal Affair 
2012,85,Foreign Language Film,,Canada,War Witch 
2012,85,Makeup and Hairstyling,,Howard Berger; Peter Montagna; Martin Samuel,Hitchcock 
2012,85,Makeup and Hairstyling,,Peter Swords King; Rick Findlater; Tami Lane,The Hobbit: An Unexpected Journey 
2012,85,Makeup and Hairstyling,1,Lisa Westcott; Julie Dartnell,Les Misérables 
2012,85,Music (Original Score),,Dario Marianelli,Anna Karenina 
2012,85,Music (Original Score),,Alexandre Desplat,Argo 
2012,85,Music (Original Score),1,Mychael Danna,Life of Pi 
2012,85,Music (Original Score),,John Williams,Lincoln 
2012,85,Music (Original Score),,Thomas Newman,Skyfall 
2012,85,Music (Original Song),,"J. Ralph: Music, Lyrics","Chasing Ice: ""Before My Time"""
2012,85,Music (Original Song),,Walter Murphy: Music; Seth MacFarlane: Lyrics,"Ted: ""Everybody Needs A Best Friend"""
2012,85,Music (Original Song),,Mychael Danna: Music; Bombay Jayashri: Lyrics,"Life of Pi: ""Pi's Lullaby"""
2012,85,Music (Original Song),1,"Adele Adkins: Music, Lyrics; Paul Epworth: Music, Lyrics","Skyfall: ""Skyfall"""
2012,85,Music (Original Song),,Claude-Michel Schönberg: Music; Herbert Kretzmer: Lyrics; Alain Boublil: Lyrics,"Les Misérables: ""Suddenly"""
2012,85,Best Picture,,Margaret Menegoz: Producer; Stefan Arndt: Producer; Veit Heiduschka: Producer; Michael Katz: Producer,Amour 
2012,85,Best Picture,1,Grant Heslov: Producer; Ben Affleck: Producer; George Clooney: Producer,Argo 
2012,85,Best Picture,,Dan Janvey: Producer; Josh Penn: Producer; Michael Gottwald: Producer,Beasts of the Southern Wild 
2012,85,Best Picture,,Stacey Sher: Producer; Reginald Hudlin: Producer; Pilar Savone: Producer,Django Unchained 
2012,85,Best Picture,,Tim Bevan: Producer; Eric Fellner: Producer; Debra Hayward: Producer; Cameron Mackintosh: Producer,Les Misérables 
2012,85,Best Picture,,Gil Netter: Producer; Ang Lee: Producer; David Womark: Producer,Life of Pi 
2012,85,Best Picture,,Steven Spielberg: Producer; Kathleen Kennedy: Producer,Lincoln 
2012,85,Best Picture,,Donna Gigliotti: Producer; Bruce Cohen: Producer; Jonathan Gordon: Producer,Silver Linings Playbook 
2012,85,Best Picture,,Mark Boal: Producer; Kathryn Bigelow: Producer; Megan Ellison: Producer,Zero Dark Thirty 
2012,85,Production Design,,Sarah Greenwood: Production Design; Katie Spencer: Set Decoration,Anna Karenina 
2012,85,Production Design,,Dan Hennah: Production Design; Ra Vincent: Set Decoration; Simon Bright: Set Decoration,The Hobbit: An Unexpected Journey 
2012,85,Production Design,,Eve Stewart: Production Design; Anna Lynch-Robinson: Set Decoration,Les Misérables 
2012,85,Production Design,,David Gropman: Production Design; Anna Pinnock: Set Decoration,Life of Pi 
2012,85,Production Design,1,Rick Carter: Production Design; Jim Erickson: Set Decoration,Lincoln 
2012,85,Short Film (Animated),,Minkyu Lee,Adam and Dog 
2012,85,Short Film (Animated),,PES,Fresh Guacamole 
2012,85,Short Film (Animated),,Timothy Reckart; Fodhla Cronin O'Reilly,Head over Heels 
2012,85,Short Film (Animated),,David Silverman,"Maggie Simpson in ""The Longest Daycare"" "
2012,85,Short Film (Animated),1,John Kahrs,Paperman 
2012,85,Short Film (Live Action),,Bryan Buckley; Mino Jarjoura,Asad 
2012,85,Short Film (Live Action),,Sam French; Ariel Nasr,Buzkashi Boys 
2012,85,Short Film (Live Action),1,Shawn Christensen,Curfew 
2012,85,Short Film (Live Action),,Tom Van Avermaet; Ellen De Waele,Death of a Shadow (Dood van een Schaduw) 
2012,85,Short Film (Live Action),,Yan England,Henry 
2012,85,Sound Editing,,Erik Aadahl; Ethan Van der Ryn,Argo 
2012,85,Sound Editing,,Wylie Stateman,Django Unchained 
2012,85,Sound Editing,,Eugene Gearty; Philip Stockton,Life of Pi 
2012,85,Sound Editing,1,Per Hallberg; Karen Baker Landers,Skyfall 
2012,85,Sound Editing,1,Paul N.J. Ottosson,Zero Dark Thirty 
2012,85,Sound Mixing,,John Reitz; Gregg Rudloff; Jose Antonio Garcia,Argo 
2012,85,Sound Mixing,1,Andy Nelson; Mark Paterson; Simon Hayes,Les Misérables 
2012,85,Sound Mixing,,Ron Bartlett; D.M. Hemphill; Drew Kunin,Life of Pi 
2012,85,Sound Mixing,,Andy Nelson; Gary Rydstrom; Ronald Judkins,Lincoln 
2012,85,Sound Mixing,,Scott Millan; Greg P. Russell; Stuart Wilson,Skyfall 
2012,85,Visual Effects,,Joe Letteri; Eric Saindon; David Clayton; R. Christopher White,The Hobbit: An Unexpected Journey 
2012,85,Visual Effects,1,Bill Westenhofer; Guillaume Rocheron; Erik-Jan De Boer; Donald R. Elliott,Life of Pi 
2012,85,Visual Effects,,Janek Sirrs; Jeff White; Guy Williams; Dan Sudick,Marvel's The Avengers 
2012,85,Visual Effects,,Richard Stammers; Trevor Wood; Charley Henley; Martin Hill,Prometheus 
2012,85,Visual Effects,,Cedric Nicolas-Troyan; Philip Brennan; Neil Corbould; Michael Dawson,Snow White and the Huntsman 
2012,85,Writing (Adapted Screenplay),1,Chris Terrio: Screenplay,Argo 
2012,85,Writing (Adapted Screenplay),,Lucy Alibar: Screenplay; Benh Zeitlin: Screenplay,Beasts of the Southern Wild 
2012,85,Writing (Adapted Screenplay),,David Magee: Screenplay,Life of Pi 
2012,85,Writing (Adapted Screenplay),,Tony Kushner: Screenplay,Lincoln 
2012,85,Writing (Adapted Screenplay),,David O. Russell: Screenplay,Silver Linings Playbook 
2012,85,Writing (Original Screenplay),,Michael Haneke: Written,Amour 
2012,85,Writing (Original Screenplay),1,Quentin Tarantino: Written,Django Unchained 
2012,85,Writing (Original Screenplay),,John Gatins: Written,Flight 
2012,85,Writing (Original Screenplay),,Wes Anderson: Written; Roman Coppola: Written,Moonrise Kingdom 
2012,85,Writing (Original Screenplay),,Mark Boal: Written,Zero Dark Thirty 
2013,86,Actor in a Leading Role,,Christian Bale,American Hustle
2013,86,Actor in a Leading Role,,Bruce Dern,Nebraska
2013,86,Actor in a Leading Role,,Leonardo DiCaprio,The Wolf of Wall Street
2013,86,Actor in a Leading Role,,Chiwetel Ejiofor,12 Years a Slave
2013,86,Actor in a Leading Role,1,Matthew McConaughey,Dallas Buyers Club
2013,86,Actor in a Supporting Role,,Barkhad Abdi,Captain Phillips
2013,86,Actor in a Supporting Role,,Bradley Cooper,American Hustle
2013,86,Actor in a Supporting Role,,Michael Fassbender,12 Years a Slave
2013,86,Actor in a Supporting Role,,Jonah Hill,The Wolf of Wall Street
2013,86,Actor in a Supporting Role,1,Jared Leto,Dallas Buyers Club
2013,86,Actress in a Leading Role,,Amy Adams,American Hustle
2013,86,Actress in a Leading Role,1,Cate Blanchett,Blue Jasmine
2013,86,Actress in a Leading Role,,Sandra Bullock,Gravity
2013,86,Actress in a Leading Role,,Judi Dench,Philomena
2013,86,Actress in a Leading Role,,Meryl Streep,August: Osage County
2013,86,Actress in a Supporting Role,,Sally Hawkins,Blue Jasmine
2013,86,Actress in a Supporting Role,,Jennifer Lawrence,American Hustle
2013,86,Actress in a Supporting Role,1,Lupita Nyong'o,12 Years a Slave
2013,86,Actress in a Supporting Role,,Julia Roberts,August: Osage County
2013,86,Actress in a Supporting Role,,June Squibb,Nebraska
2013,86,Animated Feature Film,,Chris Sanders; Kirk DeMicco; Kristine Belson,The Croods 
2013,86,Animated Feature Film,,Chris Renaud; Pierre Coffin; Chris Meledandri,Despicable Me 2
2013,86,Animated Feature Film,,Benjamin Renner; Didier Brunner,Ernest & Celestine 
2013,86,Animated Feature Film,1,Chris Buck; Jennifer Lee; Peter Del Vecho,Frozen 
2013,86,Animated Feature Film,,Hayao Miyazaki; Toshio Suzuki,The Wind Rises 
2013,86,Cinematography,,Philippe Le Sourd,The Grandmaster 
2013,86,Cinematography,1,Emmanuel Lubezki,Gravity 
2013,86,Cinematography,,Bruno Delbonnel,Inside Llewyn Davis 
2013,86,Cinematography,,Phedon Papamichael,Nebraska 
2013,86,Cinematography,,Roger A. Deakins,Prisoners 
2013,86,Costume Design,,Michael Wilkinson,American Hustle 
2013,86,Costume Design,,William Chang Suk Ping,The Grandmaster 
2013,86,Costume Design,1,Catherine Martin,The Great Gatsby 
2013,86,Costume Design,,Michael O'Connor,The Invisible Woman 
2013,86,Costume Design,,Patricia Norris,12 Years a Slave
2013,86,Directing,,David O. Russell,American Hustle 
2013,86,Directing,1,Alfonso Cuarón,Gravity 
2013,86,Directing,,Alexander Payne,Nebraska 
2013,86,Directing,,Steve McQueen,12 Years a Slave
2013,86,Directing,,Martin Scorsese,The Wolf of Wall Street 
2013,86,Documentary (Feature),,Joshua Oppenheimer; Signe Byrge Sørensen,The Act of Killing 
2013,86,Documentary (Feature),,Zachary Heinzerling; Lydia Dean Pilcher,Cutie and the Boxer 
2013,86,Documentary (Feature),,Richard Rowley; Jeremy Scahill,Dirty Wars 
2013,86,Documentary (Feature),,Jehane Noujaim; Karim Amer,The Square 
2013,86,Documentary (Feature),1,Morgan Neville; Gil Friesen; Caitrin Rogers,20 Feet from Stardom
2013,86,Documentary (Short Subject),,Jeffrey Karoff,CaveDigger 
2013,86,Documentary (Short Subject),,Jason Cohen,Facing Fear 
2013,86,Documentary (Short Subject),,Sara Ishaq,Karama Has No Walls 
2013,86,Documentary (Short Subject),1,Malcolm Clarke; Nicholas Reed,The Lady in Number 6: Music Saved My Life
2013,86,Documentary (Short Subject),,Edgar Barens,Prison Terminal: The Last Days of Private Jack Hall 
2013,86,Film Editing,,Jay Cassidy; Crispin Struthers; Alan Baumgarten,American Hustle 
2013,86,Film Editing,,Christopher Rouse,Captain Phillips 
2013,86,Film Editing,,John Mac McMurphy; Martin Pensa,Dallas Buyers Club 
2013,86,Film Editing,1,Alfonso Cuarón; Mark Sanger,Gravity 
2013,86,Film Editing,,Joe Walker,12 Years a Slave
2013,86,Foreign Language Film,,Belgium,The Broken Circle Breakdown 
2013,86,Foreign Language Film,1,Italy,The Great Beauty 
2013,86,Foreign Language Film,,Denmark,The Hunt 
2013,86,Foreign Language Film,,Cambodia,The Missing Picture 
2013,86,Foreign Language Film,,Palestine,Omar 
2013,86,Makeup and Hairstyling,1,Adruitha Lee; Robin Mathews,Dallas Buyers Club 
2013,86,Makeup and Hairstyling,,Stephen Prouty,Jackass Presents: Bad Grandpa 
2013,86,Makeup and Hairstyling,,Joel Harlow; Gloria Pasqua-Casny,The Lone Ranger 
2013,86,Music (Original Score),,John Williams,The Book Thief 
